E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_08_398.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_08_398.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_08_398.jpg,0,0,0,0.0002601108
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_08_469.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_08_469.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_08_469.jpg,0,0,0,4.218633E-05
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_08_540.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_08_540.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_08_540.jpg,0,0,0,3.814173E-05
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_08_609.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_08_609.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_08_609.jpg,0,0,0,5.736306E-05
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_08_680.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_08_680.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_08_680.jpg,0,0.147447,0,0.05293418
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_08_747.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_08_747.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_08_747.jpg,0,0.3147492,0,0.2241637
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_08_816.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_08_816.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_08_816.jpg,0,0.5550703,0,0.6710389
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_08_887.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_08_887.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_08_887.jpg,0,0.734327,0,1.107607
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_08_959.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_08_959.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_08_959.jpg,0,0.9850145,0,1.991405
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_030.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_030.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_030.jpg,0,1,0,2.686911
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_097.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_097.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_097.jpg,0,1,0,3.62376
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_169.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_169.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_169.jpg,0,1,0,4.328824
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_239.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_239.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_239.jpg,0,1,0,5.259704
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_311.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_311.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_311.jpg,0,1,0,6.18349
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_378.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_378.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_378.jpg,0,1,0,6.871451
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_449.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_449.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_449.jpg,0,1,0,7.555613
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_519.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_519.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_519.jpg,0,1,0,8.461487
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_587.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_587.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_587.jpg,0,1,0,9.136204
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_654.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_654.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_654.jpg,0,1,0,10.02981
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_722.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_722.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_722.jpg,0,1,0,10.69542
E:\CSE_474\dataset\IMG\center_2023_05_07_16_16_09_794.jpg,E:\CSE_474\dataset\IMG\left_2023_05_07_16_16_09_794.jpg,E:\CSE_474\dataset\IMG\right_2023_05_07_16_16_09_794.jpg,0,1,0,11.67487
